MemberID,Month,RoundsPlayed,CoachingSessions,TournamentsPlayed
4,2023-11,10,1,0
4,2023-12,6,1,0
4,2024-01,9,2,0
4,2024-02,9,0,0
4,2024-03,11,2,0
4,2024-04,10,2,0
4,2024-05,9,1,0
4,2024-06,6,0,1
4,2024-07,9,1,0
4,2024-08,10,0,0
4,2024-09,10,2,0
4,2024-10,9,0,1
4,2024-11,7,0,0
4,2024-12,9,1,0
5,2023-01,1,1,1
5,2023-02,1,0,1
5,2023-03,0,1,0
5,2023-04,1,1,0
5,2023-05,0,0,0
5,2023-06,1,0,0
5,2023-07,0,1,0
5,2023-08,0,1,1
5,2023-09,0,0,0
5,2023-10,0,0,0
5,2023-11,0,0,0
5,2023-12,1,1,0
5,2024-01,1,0,0
5,2024-02,1,0,0
5,2024-03,0,1,0
5,2024-04,0,0,0
5,2024-05,0,0,1
5,2024-06,1,0,0
5,2024-07,1,0,0
5,2024-08,1,1,0
5,2024-09,0,0,0
5,2024-10,1,0,0
5,2024-11,0,0,1
5,2024-12,0,1,0
6,2023-01,2,0,0
6,2023-02,5,1,0
6,2023-03,4,0,0
6,2023-04,4,0,0
6,2023-05,4,0,0
6,2023-06,3,0,0
6,2023-07,3,0,0
6,2023-08,5,1,0
6,2023-09,2,0,0
6,2023-10,5,0,0
6,2023-11,5,0,0
6,2023-12,3,0,0
6,2024-01,3,1,1
6,2024-02,3,0,0
6,2024-03,2,0,0
6,2024-04,3,0,0
6,2024-05,5,1,1
6,2024-06,5,0,0
6,2024-07,3,0,0
6,2024-08,2,0,0
6,2024-09,5,0,0
6,2024-10,4,0,0
6,2024-11,3,0,0
6,2024-12,3,0,0
7,2023-01,2,0,0
7,2023-02,5,0,0
7,2023-03,4,1,0
7,2023-04,2,0,0
7,2023-05,2,0,0
7,2023-06,2,1,0
7,2023-07,5,0,1
7,2023-08,5,0,1
7,2023-09,4,1,0
7,2023-10,4,0,0
7,2023-11,3,2,0
7,2023-12,4,0,0
7,2024-01,4,1,0
7,2024-02,2,0,0
7,2024-03,3,0,0
7,2024-04,2,0,0
7,2024-05,2,1,0
7,2024-06,3,1,0
7,2024-07,2,0,0
7,2024-08,3,0,0
7,2024-09,4,0,0
7,2024-10,5,1,0
7,2024-11,2,0,0
7,2024-12,2,0,0
8,2023-01,6,0,0
8,2023-02,8,1,0
8,2023-03,6,2,0
8,2023-04,6,1,0
8,2023-05,6,2,0
8,2023-06,10,1,0
8,2023-07,8,1,0
8,2023-08,11,1,0
8,2023-09,9,0,1
8,2023-10,7,2,0
8,2023-11,6,1,0
8,2023-12,9,1,0
8,2024-01,9,2,0
8,2024-02,6,1,0
8,2024-03,11,2,1
8,2024-04,6,1,0
8,2024-05,6,2,0
8,2024-06,11,0,1
8,2024-07,8,2,1
8,2024-08,10,2,0
8,2024-09,8,2,0
8,2024-10,6,1,0
8,2024-11,9,1,1
8,2024-12,6,1,1
9,2023-01,1,0,0
9,2023-02,0,1,0
9,2023-03,1,0,0
9,2023-04,0,1,0
9,2023-05,1,0,0
9,2023-06,0,0,0
9,2023-07,1,0,0
9,2023-08,1,0,0
9,2023-09,1,0,0
9,2023-10,0,0,0
9,2023-11,1,1,0
9,2023-12,1,0,0
9,2024-01,0,0,0
9,2024-02,0,0,0
9,2024-03,0,1,0
9,2024-04,0,2,0
9,2024-05,1,0,0
9,2024-06,1,0,0
9,2024-07,0,0,0
9,2024-08,1,1,0
9,2024-09,1,0,0
9,2024-10,1,0,0
9,2024-11,0,0,1
9,2024-12,1,1,0
10,2023-01,7,0,0
10,2023-02,11,0,0
10,2023-03,10,2,0
10,2023-04,7,0,0
10,2023-05,6,1,1
10,2023-06,6,2,1
10,2023-07,11,1,0
10,2023-08,7,1,1
10,2023-09,11,1,0
10,2023-10,6,1,0
10,2023-11,11,2,1
10,2023-12,8,2,1
10,2024-01,9,1,1
10,2024-02,10,1,0
10,2024-03,7,1,0
10,2024-04,8,0,0
10,2024-05,9,1,0
10,2024-06,8,2,0
10,2024-07,9,2,0
10,2024-08,11,1,0
10,2024-09,8,1,1
10,2024-10,9,2,0
10,2024-11,8,2,1
10,2024-12,6,1,0
11,2023-01,0,1,0
11,2023-02,1,0,0
11,2023-03,1,0,0
11,2023-04,0,1,0
11,2023-05,0,1,0
11,2023-06,1,0,0
11,2023-07,0,0,1
11,2023-08,0,0,0
11,2023-09,0,0,0
11,2023-10,0,0,0
11,2023-11,0,0,0
11,2023-12,0,0,0
11,2024-01,0,0,0
11,2024-02,0,0,0
11,2024-03,0,0,0
11,2024-04,1,1,0
11,2024-05,0,1,0
11,2024-06,0,0,0
11,2024-07,1,0,0
11,2024-08,0,0,0
11,2024-09,1,0,0
11,2024-10,0,0,0
11,2024-11,0,0,0
11,2024-12,0,0,0
12,2023-01,1,1,0
12,2023-02,0,0,0
12,2023-03,1,0,0
12,2023-04,0,1,0
12,2023-05,0,2,0
12,2023-06,1,0,0
12,2023-07,1,0,1
12,2023-08,0,0,0
12,2023-09,1,0,0
12,2023-10,1,0,0
12,2023-11,0,0,0
12,2023-12,0,0,0
12,2024-01,0,1,0
12,2024-02,1,0,0
12,2024-03,1,1,0
12,2024-04,0,0,0
12,2024-05,0,1,0
12,2024-06,0,0,0
12,2024-07,0,1,0
12,2024-08,0,0,0
12,2024-09,1,0,0
12,2024-10,1,0,0
12,2024-11,0,0,0
12,2024-12,0,1,0
13,2023-01,4,0,0
13,2023-02,5,1,0
13,2023-03,5,1,0
13,2023-04,5,1,0
13,2023-05,5,0,0
13,2023-06,3,1,0
13,2023-07,3,0,0
13,2023-08,5,0,1
13,2023-09,2,2,0
13,2023-10,2,0,0
13,2023-11,3,0,0
13,2023-12,3,1,0
13,2024-01,4,0,1
13,2024-02,4,2,0
13,2024-03,5,2,0
13,2024-04,2,1,0
13,2024-05,4,0,0
13,2024-06,4,0,0
13,2024-07,4,0,0
13,2024-08,4,1,0
13,2024-09,2,1,0
13,2024-10,3,0,1
13,2024-11,2,0,0
13,2024-12,2,1,0
14,2023-01,8,1,0
14,2023-02,7,1,0
14,2023-03,8,1,0
14,2023-04,11,1,0
14,2023-05,10,1,1
14,2023-06,6,0,1
14,2023-07,8,2,1
14,2023-08,7,1,0
14,2023-09,7,1,0
14,2023-10,8,2,1
14,2023-11,7,1,0
14,2023-12,6,1,0
14,2024-01,9,1,1
14,2024-02,6,1,0
14,2024-03,8,2,0
14,2024-04,7,2,0
14,2024-05,6,1,1
14,2024-06,7,1,0
14,2024-07,8,1,1
14,2024-08,10,1,1
14,2024-09,10,1,0
14,2024-10,6,1,1
14,2024-11,11,2,0
14,2024-12,9,2,0
15,2023-01,1,0,0
15,2023-02,1,1,0
15,2023-03,0,0,0
15,2023-04,1,0,0
15,2023-05,1,0,0
15,2023-06,1,0,1
15,2023-07,1,0,1
15,2023-08,1,0,1
15,2023-09,0,0,0
15,2023-10,0,1,1
15,2023-11,0,0,0
15,2023-12,0,0,0
15,2024-01,0,0,0
15,2024-02,0,1,0
15,2024-03,0,0,0
15,2024-04,0,1,0
15,2024-05,0,0,0
15,2024-06,1,0,1
15,2024-07,1,0,0
15,2024-08,1,0,0
15,2024-09,1,1,0
15,2024-10,1,0,0
15,2024-11,0,1,0
15,2024-12,0,1,0
16,2023-01,2,2,0
16,2023-02,2,0,0
16,2023-03,5,0,0
16,2023-04,4,0,0
16,2023-05,4,1,1
16,2023-06,5,1,0
16,2023-07,2,0,0
16,2023-08,2,0,1
16,2023-09,2,0,1
16,2023-10,4,0,0
16,2023-11,5,0,0
16,2023-12,4,1,0
16,2024-01,3,0,0
16,2024-02,2,0,0
16,2024-03,2,0,0
16,2024-04,4,0,0
16,2024-05,5,2,0
16,2024-06,4,0,1
16,2024-07,3,2,0
16,2024-08,3,1,0
16,2024-09,5,0,0
16,2024-10,2,0,0
16,2024-11,2,0,0
16,2024-12,5,0,0
17,2023-01,8,2,0
17,2023-02,10,2,0
17,2023-03,8,1,0
17,2023-04,9,1,1
17,2023-05,11,1,1
17,2023-06,7,1,0
17,2023-07,9,2,1
17,2023-08,6,2,1
17,2023-09,10,1,0
17,2023-10,8,2,0
17,2023-11,10,1,1
17,2023-12,9,2,0
17,2024-01,11,2,0
17,2024-02,10,1,0
17,2024-03,9,1,1
17,2024-04,6,1,0
17,2024-05,11,1,0
17,2024-06,11,2,1
17,2024-07,10,1,1
17,2024-08,9,2,0
17,2024-09,7,2,0
17,2024-10,11,2,0
17,2024-11,11,1,0
17,2024-12,7,1,0
18,2023-01,1,0,0
18,2023-02,0,1,0
18,2023-03,0,0,0
18,2023-04,0,1,0
18,2023-05,0,0,0
18,2023-06,0,1,0
18,2023-07,0,0,0
18,2023-08,0,0,0
18,2023-09,0,0,0
18,2023-10,0,1,0
18,2023-11,1,0,0
18,2023-12,1,0,0
18,2024-01,0,0,1
18,2024-02,1,1,0
18,2024-03,0,0,0
18,2024-04,0,0,0
18,2024-05,0,0,0
18,2024-06,0,0,0
18,2024-07,0,0,1
18,2024-08,1,0,1
18,2024-09,0,0,0
18,2024-10,0,0,0
18,2024-11,1,0,0
18,2024-12,1,0,0
19,2023-01,3,1,0
19,2023-02,2,1,0
19,2023-03,5,0,0
19,2023-04,2,1,0
19,2023-05,3,0,0
19,2023-06,2,0,0
19,2023-07,5,1,0
19,2023-08,3,0,0
19,2023-09,4,0,0
19,2023-10,4,1,0
19,2023-11,2,1,0
19,2023-12,2,1,0
19,2024-01,2,0,0
19,2024-02,3,1,0
19,2024-03,5,0,0
19,2024-04,4,0,0
19,2024-05,5,2,0
19,2024-06,2,0,0
19,2024-07,3,1,0
19,2024-08,3,0,0
19,2024-09,5,0,0
19,2024-10,5,0,0
19,2024-11,2,0,0
19,2024-12,4,0,0
20,2023-01,10,1,1
20,2023-02,9,1,1
20,2023-03,8,1,0
20,2023-04,9,0,1
20,2023-05,10,2,0
20,2023-06,6,2,1
20,2023-07,11,1,1
20,2023-08,8,1,0
20,2023-09,10,1,0
20,2023-10,10,1,1
20,2023-11,6,2,0
20,2023-12,7,2,0
20,2024-01,9,2,0
20,2024-02,11,2,1
20,2024-03,6,1,0
20,2024-04,6,2,0
20,2024-05,10,1,0
20,2024-06,10,1,1
20,2024-07,7,0,0
20,2024-08,6,1,1
20,2024-09,10,1,0
20,2024-10,9,1,1
20,2024-11,6,1,0
20,2024-12,8,1,0
21,2023-01,2,1,1
21,2023-02,3,0,0
21,2023-03,5,1,0
21,2023-04,4,0,1
21,2023-05,4,0,0
21,2023-06,4,0,0
21,2023-07,3,0,0
21,2023-08,5,0,0
21,2023-09,2,0,0
21,2023-10,3,1,0
21,2023-11,4,0,0
21,2023-12,2,0,0
21,2024-01,3,0,0
21,2024-02,2,1,0
21,2024-03,2,0,0
21,2024-04,4,0,0
21,2024-05,4,1,0
21,2024-06,4,0,0
21,2024-07,5,0,0
21,2024-08,3,0,0
21,2024-09,4,0,0
21,2024-10,5,0,0
21,2024-11,5,0,0
21,2024-12,3,0,0
22,2023-01,2,1,0
22,2023-02,5,2,0
22,2023-03,4,1,0
22,2023-04,4,0,0
22,2023-05,2,1,0
22,2023-06,4,0,0
22,2023-07,5,0,0
22,2023-08,5,0,0
22,2023-09,2,1,0
22,2023-10,5,0,0
22,2023-11,5,0,0
22,2023-12,5,1,0
22,2024-01,5,0,0
22,2024-02,4,1,0
22,2024-03,2,1,0
22,2024-04,5,0,0
22,2024-05,2,1,0
22,2024-06,4,0,0
22,2024-07,3,0,0
22,2024-08,2,1,0
22,2024-09,5,0,0
22,2024-10,3,1,0
22,2024-11,4,0,0
22,2024-12,2,1,0
23,2023-01,6,1,1
23,2023-02,11,2,0
23,2023-03,6,0,1
23,2023-04,7,1,0
23,2023-05,7,2,0
23,2023-06,6,0,0
23,2023-07,11,1,0
23,2023-08,9,2,0
23,2023-09,11,0,1
23,2023-10,11,1,0
23,2023-11,10,1,1
23,2023-12,9,2,0
23,2024-01,7,1,0
23,2024-02,10,2,0
23,2024-03,7,2,0
23,2024-04,6,0,0
23,2024-05,6,1,0
23,2024-06,8,1,0
23,2024-07,11,0,1
23,2024-08,10,1,0
23,2024-09,6,1,0
23,2024-10,10,2,0
23,2024-11,11,1,0
23,2024-12,11,1,1
24,2023-01,4,0,0
24,2023-02,4,0,0
24,2023-03,2,0,0
24,2023-04,2,0,0
24,2023-05,3,0,1
24,2023-06,4,0,1
24,2023-07,2,1,0
24,2023-08,3,2,0
24,2023-09,2,1,0
24,2023-10,4,0,1
24,2023-11,4,0,0
24,2023-12,4,0,0
24,2024-01,4,0,0
24,2024-02,4,0,0
24,2024-03,4,0,0
24,2024-04,2,0,1
24,2024-05,2,1,0
24,2024-06,4,0,0
24,2024-07,4,0,0
24,2024-08,5,1,1
24,2024-09,3,1,0
24,2024-10,2,1,0
24,2024-11,4,0,0
24,2024-12,5,1,1
25,2023-01,1,0,0
25,2023-02,0,2,0
25,2023-03,1,1,0
25,2023-04,1,1,0
25,2023-05,1,1,0
25,2023-06,1,1,1
25,2023-07,0,0,0
25,2023-08,1,0,0
25,2023-09,0,1,0
25,2023-10,1,0,1
25,2023-11,1,0,0
25,2023-12,1,1,0
25,2024-01,0,0,0
25,2024-02,0,2,0
25,2024-03,1,0,0
25,2024-04,0,0,0
25,2024-05,0,0,0
25,2024-06,0,1,0
25,2024-07,0,1,0
25,2024-08,1,0,0
25,2024-09,0,1,0
25,2024-10,1,1,0
25,2024-11,0,0,0
25,2024-12,1,0,0
26,2023-01,3,0,1
26,2023-02,5,0,0
26,2023-03,2,1,0
26,2023-04,5,1,0
26,2023-05,2,0,0
26,2023-06,2,0,0
26,2023-07,5,1,0
26,2023-08,3,0,0
26,2023-09,2,0,0
26,2023-10,4,0,0
26,2023-11,3,0,0
26,2023-12,3,0,0
26,2024-01,3,0,0
26,2024-02,4,0,0
26,2024-03,5,1,0
26,2024-04,5,2,0
26,2024-05,3,1,0
26,2024-06,4,0,1
26,2024-07,4,0,0
26,2024-08,3,0,0
26,2024-09,3,1,0
26,2024-10,3,1,0
26,2024-11,2,0,0
26,2024-12,4,0,0
27,2023-01,7,0,0
27,2023-02,6,2,1
27,2023-03,6,1,0
27,2023-04,10,1,0
27,2023-05,11,2,0
27,2023-06,10,2,0
27,2023-07,9,1,0
27,2023-08,11,1,0
27,2023-09,8,1,0
27,2023-10,10,1,1
27,2023-11,11,2,0
27,2023-12,11,2,0
27,2024-01,11,0,0
27,2024-02,6,2,0
27,2024-03,6,2,0
27,2024-04,11,1,0
27,2024-05,10,0,0
27,2024-06,11,2,1
27,2024-07,10,1,0
27,2024-08,6,1,0
27,2024-09,6,2,0
27,2024-10,9,2,1
27,2024-11,9,1,1
27,2024-12,8,2,1
28,2023-01,7,0,1
28,2023-02,11,1,0
28,2023-03,9,0,0
28,2023-04,10,1,0
28,2023-05,8,1,0
28,2023-06,6,1,0
28,2023-07,9,1,1
28,2023-08,11,2,0
28,2023-09,9,1,0
28,2023-10,11,2,0
28,2023-11,9,2,1
28,2023-12,10,0,1
28,2024-01,7,1,0
28,2024-02,10,1,0
28,2024-03,11,1,1
28,2024-04,11,2,0
28,2024-05,7,2,1
28,2024-06,11,2,0
28,2024-07,8,2,0
28,2024-08,9,1,0
28,2024-09,11,1,1
28,2024-10,6,2,0
28,2024-11,8,1,1
28,2024-12,6,2,0
29,2023-01,1,0,0
29,2023-02,0,0,0
29,2023-03,0,1,0
29,2023-04,1,0,0
29,2023-05,1,2,0
29,2023-06,1,1,0
29,2023-07,0,0,0
29,2023-08,0,0,0
29,2023-09,0,1,0
29,2023-10,0,2,0
29,2023-11,0,0,0
29,2023-12,0,2,0
29,2024-01,1,1,0
29,2024-02,0,0,0
29,2024-03,0,1,1
29,2024-04,0,0,1
29,2024-05,1,1,0
29,2024-06,1,0,0
29,2024-07,1,0,0
29,2024-08,0,1,0
29,2024-09,0,0,0
29,2024-10,1,0,0
29,2024-11,1,0,0
29,2024-12,1,0,0
30,2023-01,3,0,0
30,2023-02,3,0,0
30,2023-03,3,2,0
30,2023-04,3,0,0
30,2023-05,3,0,0
30,2023-06,2,1,0
30,2023-07,2,0,0
30,2023-08,4,0,0
30,2023-09,5,0,0
30,2023-10,2,0,0
30,2023-11,3,1,0
30,2023-12,3,0,0
30,2024-01,3,0,0
30,2024-02,5,1,0
30,2024-03,4,0,0
30,2024-04,3,0,0
30,2024-05,5,1,0
30,2024-06,2,0,0
30,2024-07,3,1,0
30,2024-08,2,1,0
30,2024-09,5,1,0
30,2024-10,2,1,0
30,2024-11,4,2,0
30,2024-12,2,0,0
31,2023-01,8,1,0
31,2023-02,9,2,0
31,2023-03,11,1,0
31,2023-04,7,1,0
31,2023-05,10,2,0
31,2023-06,10,1,1
31,2023-07,6,1,1
31,2023-08,7,1,0
31,2023-09,9,1,1
31,2023-10,7,1,0
31,2023-11,9,0,0
31,2023-12,11,2,1
31,2024-01,10,0,0
31,2024-02,8,1,0
31,2024-03,6,1,0
31,2024-04,8,1,0
31,2024-05,8,2,0
31,2024-06,7,1,0
31,2024-07,11,1,0
31,2024-08,7,1,1
31,2024-09,8,1,1
31,2024-10,8,1,0
31,2024-11,11,1,0
31,2024-12,7,0,0
32,2023-01,4,0,0
32,2023-02,5,0,0
32,2023-03,3,0,0
32,2023-04,3,0,0
32,2023-05,2,0,0
32,2023-06,3,1,0
32,2023-07,4,1,0
32,2023-08,5,2,0
32,2023-09,5,0,0
32,2023-10,2,0,0
32,2023-11,3,1,0
32,2023-12,5,0,1
32,2024-01,3,0,0
32,2024-02,5,0,0
32,2024-03,4,0,0
32,2024-04,4,1,0
32,2024-05,4,0,1
32,2024-06,4,1,0
32,2024-07,3,1,0
32,2024-08,3,0,0
32,2024-09,3,0,1
32,2024-10,5,0,0
32,2024-11,2,0,0
32,2024-12,3,0,0
33,2023-01,0,1,0
33,2023-02,1,1,0
33,2023-03,1,1,0
33,2023-04,0,1,0
33,2023-05,0,1,0
33,2023-06,0,0,0
33,2023-07,1,0,0
33,2023-08,1,1,0
33,2023-09,0,0,0
33,2023-10,1,1,0
33,2023-11,1,2,1
33,2023-12,0,0,0
33,2024-01,0,0,0
33,2024-02,0,1,0
33,2024-03,0,1,0
33,2024-04,0,1,0
33,2024-05,0,0,0
33,2024-06,1,0,0
33,2024-07,1,1,0
33,2024-08,0,1,0
33,2024-09,0,1,0
33,2024-10,1,0,0
33,2024-11,0,0,0
33,2024-12,0,1,0
34,2023-01,1,0,0
34,2023-02,1,2,0
34,2023-03,1,1,0
34,2023-04,1,0,0
34,2023-05,0,0,0
34,2023-06,1,0,0
34,2023-07,0,1,0
34,2023-08,1,0,0
34,2023-09,1,1,0
34,2023-10,1,0,0
34,2023-11,0,0,0
34,2023-12,1,0,0
34,2024-01,0,1,1
34,2024-02,0,0,0
34,2024-03,0,0,0
34,2024-04,0,0,0
34,2024-05,1,0,0
34,2024-06,1,0,0
34,2024-07,0,1,0
34,2024-08,0,0,0
34,2024-09,0,1,0
34,2024-10,1,0,0
34,2024-11,1,0,0
34,2024-12,0,0,0
35,2023-01,0,0,0
35,2023-02,0,0,0
35,2023-03,1,1,0
35,2023-04,1,0,0
35,2023-05,1,0,0
35,2023-06,0,0,1
35,2023-07,0,0,0
35,2023-08,0,0,0
35,2023-09,1,0,0
35,2023-10,0,0,0
35,2023-11,1,0,0
35,2023-12,0,1,0
35,2024-01,0,1,0
35,2024-02,1,1,0
35,2024-03,0,0,0
35,2024-04,1,0,0
35,2024-05,1,0,0
35,2024-06,0,2,0
35,2024-07,1,2,0
35,2024-08,1,0,0
35,2024-09,0,0,0
35,2024-10,1,1,0
35,2024-11,1,0,0
35,2024-12,0,1,0
36,2023-01,8,2,1
36,2023-02,8,1,0
36,2023-03,10,1,0
36,2023-04,10,1,1
36,2023-05,10,1,1
36,2023-06,9,2,0
36,2023-07,8,2,0
36,2023-08,10,1,1
36,2023-09,8,0,1
36,2023-10,8,1,0
36,2023-11,7,2,0
36,2023-12,9,2,0
36,2024-01,10,1,0
36,2024-02,6,2,1
36,2024-03,9,0,0
36,2024-04,11,1,0
36,2024-05,10,2,0
36,2024-06,9,2,1
36,2024-07,11,1,0
36,2024-08,7,1,0
36,2024-09,6,0,0
36,2024-10,8,0,0
36,2024-11,10,0,0
36,2024-12,7,0,1
37,2023-01,8,1,0
37,2023-02,6,2,0
37,2023-03,10,2,0
37,2023-04,8,2,1
37,2023-05,7,1,0
37,2023-06,7,0,0
37,2023-07,6,1,1
37,2023-08,10,2,0
37,2023-09,9,1,0
37,2023-10,6,2,0
37,2023-11,10,1,0
37,2023-12,8,2,1
37,2024-01,10,2,0
37,2024-02,6,2,0
37,2024-03,8,2,1
37,2024-04,7,1,1
37,2024-05,6,1,1
37,2024-06,11,2,0
37,2024-07,11,0,0
37,2024-08,9,2,0
37,2024-09,8,0,0
37,2024-10,9,1,0
37,2024-11,9,2,0
37,2024-12,6,1,0
38,2023-01,6,2,1
38,2023-02,9,1,0
38,2023-03,8,1,1
38,2023-04,6,1,1
38,2023-05,9,1,1
38,2023-06,7,1,0
38,2023-07,9,2,1
38,2023-08,9,2,0
38,2023-09,8,2,0
38,2023-10,9,0,0
38,2023-11,8,0,0
38,2023-12,10,2,0
38,2024-01,8,1,0
38,2024-02,11,2,0
38,2024-03,9,1,0
38,2024-04,6,2,0
38,2024-05,9,1,0
38,2024-06,7,1,1
38,2024-07,9,1,0
38,2024-08,7,2,1
38,2024-09,10,2,0
38,2024-10,10,1,0
38,2024-11,10,1,1
38,2024-12,6,0,0
39,2023-01,7,0,0
39,2023-02,11,1,1
39,2023-03,8,2,1
39,2023-04,6,0,0
39,2023-05,8,2,0
39,2023-06,7,1,1
39,2023-07,9,2,0
39,2023-08,8,2,1
39,2023-09,6,2,0
39,2023-10,11,1,1
39,2023-11,6,1,1
39,2023-12,9,2,0
39,2024-01,11,2,0
39,2024-02,11,0,1
39,2024-03,8,2,0
39,2024-04,9,1,0
39,2024-05,7,2,0
39,2024-06,7,1,0
39,2024-07,11,2,1
39,2024-08,7,2,0
39,2024-09,9,1,1
39,2024-10,8,2,1
39,2024-11,6,1,0
39,2024-12,6,2,1
40,2023-01,2,0,1
40,2023-02,2,0,0
40,2023-03,2,1,0
40,2023-04,2,0,0
40,2023-05,2,0,0
40,2023-06,4,0,0
40,2023-07,2,1,1
40,2023-08,5,0,0
40,2023-09,5,0,0
40,2023-10,4,0,0
40,2023-11,4,0,0
40,2023-12,5,1,0
40,2024-01,4,1,0
40,2024-02,3,0,0
40,2024-03,2,1,0
40,2024-04,4,0,0
40,2024-05,4,0,0
40,2024-06,3,0,0
40,2024-07,3,0,0
40,2024-08,2,0,0
40,2024-09,2,0,0
40,2024-10,3,0,0
40,2024-11,5,0,0
40,2024-12,4,0,0
41,2023-01,3,1,0
41,2023-02,3,0,0
41,2023-03,4,0,0
41,2023-04,3,0,0
41,2023-05,2,0,0
41,2023-06,2,1,0
41,2023-07,4,2,0
41,2023-08,2,1,0
41,2023-09,2,0,0
41,2023-10,5,1,1
41,2023-11,3,1,0
41,2023-12,3,1,0
41,2024-01,3,0,1
41,2024-02,5,0,0
41,2024-03,2,0,0
41,2024-04,5,0,0
41,2024-05,2,0,0
41,2024-06,2,0,0
41,2024-07,2,1,0
41,2024-08,2,1,0
41,2024-09,3,1,0
41,2024-10,5,0,0
41,2024-11,2,1,0
41,2024-12,2,0,1
42,2023-01,2,0,0
42,2023-02,4,0,0
42,2023-03,5,0,0
42,2023-04,5,1,0
42,2023-05,3,0,0
42,2023-06,4,0,0
42,2023-07,3,0,0
42,2023-08,3,0,1
42,2023-09,5,2,0
42,2023-10,2,0,0
42,2023-11,4,0,0
42,2023-12,3,0,0
42,2024-01,5,1,0
42,2024-02,3,0,0
42,2024-03,2,0,0
42,2024-04,2,0,0
42,2024-05,3,2,1
42,2024-06,5,0,0
42,2024-07,5,0,0
42,2024-08,2,0,0
42,2024-09,3,1,0
42,2024-10,2,0,0
42,2024-11,3,0,0
42,2024-12,5,1,1
43,2023-01,11,2,1
43,2023-02,6,1,0
43,2023-03,9,0,0
43,2023-04,10,0,0
43,2023-05,9,1,0
43,2023-06,7,0,0
43,2023-07,9,2,0
43,2023-08,9,2,0
43,2023-09,11,1,0
43,2023-10,6,1,0
43,2023-11,8,0,0
43,2023-12,8,1,1
43,2024-01,8,1,0
43,2024-02,11,1,0
43,2024-03,10,2,0
43,2024-04,9,1,0
43,2024-05,8,2,0
43,2024-06,7,2,0
43,2024-07,8,2,1
43,2024-08,10,1,0
43,2024-09,10,2,0
43,2024-10,10,1,0
43,2024-11,6,2,0
43,2024-12,7,1,0
44,2023-01,2,0,0
44,2023-02,5,0,0
44,2023-03,3,1,0
44,2023-04,2,0,0
44,2023-05,3,0,0
44,2023-06,4,0,0
44,2023-07,5,2,1
44,2023-08,2,1,0
44,2023-09,3,0,0
44,2023-10,4,1,0
44,2023-11,5,0,1
44,2023-12,5,0,0
44,2024-01,4,0,1
44,2024-02,5,0,0
44,2024-03,4,0,0
44,2024-04,4,1,0
44,2024-05,5,0,0
44,2024-06,3,1,0
44,2024-07,4,0,0
44,2024-08,3,0,1
44,2024-09,3,1,0
44,2024-10,3,0,0
44,2024-11,3,1,0
44,2024-12,2,0,0
45,2023-01,2,0,0
45,2023-02,4,0,0
45,2023-03,4,0,0
45,2023-04,5,0,0
45,2023-05,4,2,1
45,2023-06,5,0,0
45,2023-07,4,1,0
45,2023-08,5,1,0
45,2023-09,3,0,0
45,2023-10,2,1,0
45,2023-11,2,0,0
45,2023-12,3,1,0
45,2024-01,3,0,0
45,2024-02,3,0,0
45,2024-03,5,0,1
