MemberID,Month,Status
20,2023-04,Active
20,2023-05,Active
20,2023-06,Active
20,2023-07,Active
20,2023-08,Active
20,2023-09,Active
20,2023-10,Active
20,2023-11,Active
20,2023-12,Active
20,2024-01,Active
20,2024-02,Active
20,2024-03,Active
20,2024-04,Active
20,2024-05,Active
20,2024-06,Active
20,2024-07,Active
20,2024-08,Active
20,2024-09,Active
20,2024-10,Active
20,2024-11,Active
20,2024-12,Active
21,2023-01,Active
21,2023-02,Active
21,2023-03,Active
21,2023-04,Active
21,2023-05,Active
21,2023-06,Active
21,2023-07,Active
21,2023-08,Active
21,2023-09,Active
21,2023-10,Active
21,2023-11,Active
21,2023-12,Active
21,2024-01,Active
21,2024-02,Active
21,2024-03,Active
21,2024-04,Active
21,2024-05,Active
21,2024-06,Active
21,2024-07,Active
21,2024-08,Active
21,2024-09,Active
21,2024-10,Active
21,2024-11,Active
21,2024-12,Active
22,2023-01,Active
22,2023-02,Active
22,2023-03,Active
22,2023-04,Active
22,2023-05,Active
22,2023-06,Active
22,2023-07,Active
22,2023-08,Active
22,2023-09,Active
22,2023-10,Active
22,2023-11,Active
22,2023-12,Active
22,2024-01,Active
22,2024-02,Active
22,2024-03,Active
22,2024-04,Active
22,2024-05,Active
22,2024-06,Active
22,2024-07,Active
22,2024-08,Active
22,2024-09,Active
22,2024-10,Active
22,2024-11,Active
22,2024-12,Active
23,2023-01,Active
23,2023-02,Active
23,2023-03,Active
23,2023-04,Active
23,2023-05,Active
23,2023-06,Active
23,2023-07,Active
23,2023-08,Active
23,2023-09,Active
23,2023-10,Active
23,2023-11,Active
23,2023-12,Active
23,2024-01,Active
23,2024-02,Active
23,2024-03,Active
23,2024-04,Active
23,2024-05,Active
23,2024-06,Active
23,2024-07,Active
23,2024-08,Active
23,2024-09,Active
23,2024-10,Active
23,2024-11,Active
23,2024-12,Active
24,2023-01,Active
24,2023-02,Active
24,2023-03,Active
24,2023-04,Active
24,2023-05,Active
24,2023-06,Active
24,2023-07,Active
24,2023-08,Active
24,2023-09,Active
24,2023-10,Active
24,2023-11,Active
24,2023-12,Active
24,2024-01,Active
24,2024-02,Active
24,2024-03,Active
24,2024-04,Active
24,2024-05,Active
24,2024-06,Active
24,2024-07,Active
24,2024-08,Active
24,2024-09,Active
24,2024-10,Active
24,2024-11,Active
24,2024-12,Active
25,2023-01,At-Risk
25,2023-02,At-Risk
25,2023-03,At-Risk
25,2023-04,At-Risk
25,2023-05,At-Risk
25,2023-06,At-Risk
25,2023-07,Churned
25,2023-08,At-Risk
25,2023-09,At-Risk
25,2023-10,At-Risk
25,2023-11,At-Risk
25,2023-12,At-Risk
25,2024-01,At-Risk
25,2024-02,Churned
25,2024-03,At-Risk
25,2024-04,Churned
25,2024-05,At-Risk
25,2024-06,At-Risk
25,2024-07,Churned
25,2024-08,At-Risk
25,2024-09,At-Risk
25,2024-10,At-Risk
25,2024-11,At-Risk
25,2024-12,At-Risk
26,2023-01,Active
26,2023-02,Active
26,2023-03,Active
26,2023-04,Active
26,2023-05,Active
26,2023-06,Active
26,2023-07,Active
26,2023-08,Active
26,2023-09,Active
26,2023-10,Active
26,2023-11,Active
26,2023-12,Active
26,2024-01,Active
26,2024-02,Active
26,2024-03,Active
26,2024-04,Active
26,2024-05,Active
26,2024-06,Active
26,2024-07,Active
26,2024-08,Active
26,2024-09,Active
26,2024-10,Active
26,2024-11,Active
26,2024-12,Active
27,2023-01,Active
27,2023-02,Active
27,2023-03,Active
27,2023-04,Active
27,2023-05,Active
27,2023-06,Active
27,2023-07,Active
27,2023-08,Active
27,2023-09,Active
27,2023-10,Active
27,2023-11,Active
27,2023-12,Active
27,2024-01,Active
27,2024-02,Active
27,2024-03,Active
27,2024-04,Active
27,2024-05,Active
27,2024-06,Active
27,2024-07,Active
27,2024-08,Active
27,2024-09,Active
27,2024-10,Active
27,2024-11,Active
27,2024-12,Active
28,2023-01,Active
28,2023-02,Active
28,2023-03,Active
28,2023-04,Active
28,2023-05,Active
28,2023-06,Active
28,2023-07,Active
28,2023-08,Active
28,2023-09,Active
28,2023-10,Active
28,2023-11,Active
28,2023-12,Active
28,2024-01,Active
28,2024-02,Active
28,2024-03,Active
28,2024-04,Active
28,2024-05,Active
28,2024-06,Active
28,2024-07,Active
28,2024-08,Active
28,2024-09,Active
28,2024-10,Active
28,2024-11,Active
28,2024-12,Active
29,2023-01,At-Risk
29,2023-02,At-Risk
29,2023-03,At-Risk
29,2023-04,At-Risk
29,2023-05,At-Risk
29,2023-06,At-Risk
29,2023-07,At-Risk
29,2023-08,At-Risk
29,2023-09,At-Risk
29,2023-10,Churned
29,2023-11,Churned
29,2023-12,At-Risk
29,2024-01,At-Risk
29,2024-02,At-Risk
29,2024-03,At-Risk
29,2024-04,At-Risk
29,2024-05,At-Risk
29,2024-06,At-Risk
29,2024-07,At-Risk
29,2024-08,At-Risk
29,2024-09,Churned
29,2024-10,At-Risk
29,2024-11,At-Risk
29,2024-12,At-Risk
30,2023-01,Active
30,2023-02,Active
30,2023-03,Active
30,2023-04,Active
30,2023-05,Active
30,2023-06,Active
30,2023-07,Active
30,2023-08,Active
30,2023-09,Active
30,2023-10,Active
30,2023-11,Active
30,2023-12,Active
30,2024-01,Active
30,2024-02,Active
30,2024-03,Active
30,2024-04,Active
30,2024-05,Active
30,2024-06,Active
30,2024-07,Active
30,2024-08,Active
30,2024-09,Active
30,2024-10,Active
30,2024-11,Active
30,2024-12,Active
31,2023-01,Active
31,2023-02,Active
31,2023-03,Active
31,2023-04,Active
31,2023-05,Active
31,2023-06,Active
31,2023-07,Active
31,2023-08,Active
31,2023-09,Active
31,2023-10,Active
31,2023-11,Active
31,2023-12,Active
31,2024-01,Active
31,2024-02,Active
31,2024-03,Active
31,2024-04,Active
31,2024-05,Active
31,2024-06,Active
31,2024-07,Active
31,2024-08,Active
31,2024-09,Active
31,2024-10,Active
31,2024-11,Active
31,2024-12,Active
32,2023-01,Active
32,2023-02,Active
32,2023-03,Active
32,2023-04,Active
32,2023-05,Active
32,2023-06,Active
32,2023-07,Active
32,2023-08,Active
32,2023-09,Active
32,2023-10,Active
32,2023-11,Active
32,2023-12,Active
32,2024-01,Active
32,2024-02,Active
32,2024-03,Active
32,2024-04,Active
32,2024-05,Active
32,2024-06,Active
32,2024-07,Active
32,2024-08,Active
32,2024-09,Active
32,2024-10,Active
32,2024-11,Active
32,2024-12,Active
33,2023-01,At-Risk
33,2023-02,At-Risk
33,2023-03,At-Risk
33,2023-04,At-Risk
33,2023-05,At-Risk
33,2023-06,At-Risk
33,2023-07,At-Risk
33,2023-08,At-Risk
33,2023-09,At-Risk
33,2023-10,At-Risk
33,2023-11,At-Risk
33,2023-12,Churned
33,2024-01,At-Risk
33,2024-02,Churned
33,2024-03,At-Risk
33,2024-04,Churned
33,2024-05,At-Risk
33,2024-06,At-Risk
33,2024-07,At-Risk
33,2024-08,At-Risk
33,2024-09,Churned
33,2024-10,At-Risk
33,2024-11,Churned
33,2024-12,At-Risk
34,2023-01,At-Risk
34,2023-02,At-Risk
34,2023-03,At-Risk
34,2023-04,At-Risk
34,2023-05,At-Risk
34,2023-06,At-Risk
34,2023-07,Churned
34,2023-08,At-Risk
34,2023-09,At-Risk
34,2023-10,At-Risk
34,2023-11,At-Risk
34,2023-12,At-Risk
34,2024-01,Churned
34,2024-02,At-Risk
34,2024-03,At-Risk
34,2024-04,At-Risk
34,2024-05,At-Risk
34,2024-06,At-Risk
34,2024-07,At-Risk
34,2024-08,Churned
34,2024-09,At-Risk
34,2024-10,At-Risk
34,2024-11,At-Risk
34,2024-12,At-Risk
35,2023-01,At-Risk
35,2023-02,At-Risk
35,2023-03,At-Risk
35,2023-04,At-Risk
35,2023-05,At-Risk
35,2023-06,At-Risk
35,2023-07,At-Risk
35,2023-08,Churned
35,2023-09,At-Risk
35,2023-10,At-Risk
35,2023-11,At-Risk
35,2023-12,At-Risk
35,2024-01,At-Risk
35,2024-02,At-Risk
35,2024-03,At-Risk
35,2024-04,At-Risk
35,2024-05,At-Risk
35,2024-06,At-Risk
35,2024-07,At-Risk
35,2024-08,At-Risk
35,2024-09,Churned
35,2024-10,At-Risk
35,2024-11,At-Risk
35,2024-12,At-Risk
36,2023-01,Active
36,2023-02,Active
36,2023-03,Active
36,2023-04,Active
36,2023-05,Active
36,2023-06,Active
36,2023-07,Active
36,2023-08,Active
36,2023-09,Active
36,2023-10,Active
36,2023-11,Active
36,2023-12,Active
36,2024-01,Active
36,2024-02,Active
36,2024-03,Active
36,2024-04,Active
36,2024-05,Active
36,2024-06,Active
36,2024-07,Active
36,2024-08,Active
36,2024-09,Active
36,2024-10,Active
36,2024-11,Active
36,2024-12,Active
37,2023-01,Active
37,2023-02,Active
37,2023-03,Active
37,2023-04,Active
37,2023-05,Active
37,2023-06,Active
37,2023-07,Active
37,2023-08,Active
37,2023-09,Active
37,2023-10,Active
37,2023-11,Active
37,2023-12,Active
37,2024-01,Active
37,2024-02,Active
37,2024-03,Active
37,2024-04,Active
37,2024-05,Active
37,2024-06,Active
37,2024-07,Active
37,2024-08,Active
37,2024-09,Active
37,2024-10,Active
37,2024-11,Active
37,2024-12,Active
38,2023-01,Active
38,2023-02,Active
38,2023-03,Active
38,2023-04,Active
38,2023-05,Active
38,2023-06,Active
38,2023-07,Active
38,2023-08,Active
38,2023-09,Active
38,2023-10,Active
38,2023-11,Active
38,2023-12,Active
38,2024-01,Active
38,2024-02,Active
38,2024-03,Active
38,2024-04,Active
38,2024-05,Active
38,2024-06,Active
38,2024-07,Active
38,2024-08,Active
38,2024-09,Active
38,2024-10,Active
38,2024-11,Active
38,2024-12,Active
39,2023-01,Active
39,2023-02,Active
39,2023-03,Active
39,2023-04,Active
39,2023-05,Active
39,2023-06,Active
39,2023-07,Active
39,2023-08,Active
39,2023-09,Active
39,2023-10,Active
39,2023-11,Active
39,2023-12,Active
39,2024-01,Active
39,2024-02,Active
39,2024-03,Active
39,2024-04,Active
39,2024-05,Active
39,2024-06,Active
39,2024-07,Active
39,2024-08,Active
39,2024-09,Active
39,2024-10,Active
39,2024-11,Active
39,2024-12,Active
40,2023-01,Active
40,2023-02,Active
40,2023-03,Active
40,2023-04,Active
40,2023-05,Active
40,2023-06,Active
40,2023-07,Active
40,2023-08,Active
40,2023-09,Active
40,2023-10,Active
40,2023-11,Active
40,2023-12,Active
40,2024-01,Active
40,2024-02,Active
40,2024-03,Active
40,2024-04,Active
40,2024-05,Active
40,2024-06,Active
40,2024-07,Active
40,2024-08,Active
40,2024-09,Active
40,2024-10,Active
40,2024-11,Active
40,2024-12,Active
41,2023-01,Active
41,2023-02,Active
41,2023-03,Active
41,2023-04,Active
41,2023-05,Active
41,2023-06,Active
41,2023-07,Active
41,2023-08,Active
41,2023-09,Active
41,2023-10,Active
41,2023-11,Active
41,2023-12,Active
41,2024-01,Active
41,2024-02,Active
41,2024-03,Active
41,2024-04,Active
41,2024-05,Active
41,2024-06,Active
41,2024-07,Active
41,2024-08,Active
41,2024-09,Active
41,2024-10,Active
41,2024-11,Active
41,2024-12,Active
42,2023-01,Active
42,2023-02,Active
42,2023-03,Active
42,2023-04,Active
42,2023-05,Active
42,2023-06,Active
42,2023-07,Active
42,2023-08,Active
42,2023-09,Active
42,2023-10,Active
42,2023-11,Active
42,2023-12,Active
42,2024-01,Active
42,2024-02,Active
42,2024-03,Active
42,2024-04,Active
42,2024-05,Active
42,2024-06,Active
42,2024-07,Active
42,2024-08,Active
42,2024-09,Active
42,2024-10,Active
42,2024-11,Active
42,2024-12,Active
43,2023-01,Active
43,2023-02,Active
43,2023-03,Active
43,2023-04,Active
43,2023-05,Active
43,2023-06,Active
43,2023-07,Active
43,2023-08,Active
43,2023-09,Active
43,2023-10,Active
43,2023-11,Active
43,2023-12,Active
43,2024-01,Active
43,2024-02,Active
43,2024-03,Active
43,2024-04,Active
43,2024-05,Active
43,2024-06,Active
43,2024-07,Active
43,2024-08,Active
43,2024-09,Active
43,2024-10,Active
43,2024-11,Active
43,2024-12,Active
44,2023-01,Active
44,2023-02,Active
44,2023-03,Active
44,2023-04,Active
44,2023-05,Active
44,2023-06,Active
44,2023-07,Active
44,2023-08,Active
44,2023-09,Active
44,2023-10,Active
44,2023-11,Active
44,2023-12,Active
44,2024-01,Active
44,2024-02,Active
44,2024-03,Active
44,2024-04,Active
44,2024-05,Active
44,2024-06,Active
44,2024-07,Active
44,2024-08,Active
44,2024-09,Active
44,2024-10,Active
44,2024-11,Active
44,2024-12,Active
45,2023-01,Active
45,2023-02,Active
45,2023-03,Active
45,2023-04,Active
45,2023-05,Active
45,2023-06,Active
45,2023-07,Active
45,2023-08,Active
45,2023-09,Active
45,2023-10,Active
45,2023-11,Active
45,2023-12,Active
45,2024-01,Active
45,2024-02,Active
45,2024-03,Active
45,2024-04,Active
45,2024-05,Active
45,2024-06,Active
45,2024-07,Active
45,2024-08,Active
45,2024-09,Active
45,2024-10,Active
45,2024-11,Active
45,2024-12,Active
46,2023-01,At-Risk
46,2023-02,At-Risk
46,2023-03,Churned
46,2023-04,At-Risk
46,2023-05,At-Risk
46,2023-06,At-Risk
46,2023-07,At-Risk
46,2023-08,At-Risk
46,2023-09,Churned
46,2023-10,At-Risk
46,2023-11,At-Risk
46,2023-12,Churned
46,2024-01,At-Risk
46,2024-02,At-Risk
46,2024-03,At-Risk
46,2024-04,At-Risk
46,2024-05,At-Risk
46,2024-06,At-Risk
46,2024-07,Churned
46,2024-08,At-Risk
46,2024-09,At-Risk
46,2024-10,At-Risk
46,2024-11,At-Risk
46,2024-12,At-Risk
47,2023-01,At-Risk
47,2023-02,At-Risk
47,2023-03,At-Risk
47,2023-04,At-Risk
47,2023-05,At-Risk
47,2023-06,At-Risk
47,2023-07,At-Risk
47,2023-08,At-Risk
47,2023-09,At-Risk
47,2023-10,At-Risk
47,2023-11,At-Risk
47,2023-12,At-Risk
47,2024-01,Churned
47,2024-02,At-Risk
47,2024-03,At-Risk
47,2024-04,At-Risk
47,2024-05,At-Risk
47,2024-06,At-Risk
47,2024-07,At-Risk
47,2024-08,At-Risk
47,2024-09,At-Risk
47,2024-10,At-Risk
47,2024-11,At-Risk
47,2024-12,At-Risk
48,2023-01,Active
48,2023-02,Active
48,2023-03,Active
48,2023-04,Active
48,2023-05,Active
48,2023-06,Active
48,2023-07,Active
48,2023-08,Active
48,2023-09,Active
48,2023-10,Active
48,2023-11,Active
48,2023-12,Active
48,2024-01,Active
48,2024-02,Active
48,2024-03,Active
48,2024-04,Active
48,2024-05,Active
48,2024-06,Active
48,2024-07,Active
48,2024-08,Active
48,2024-09,Active
48,2024-10,Active
48,2024-11,Active
48,2024-12,Active
49,2023-01,Active
49,2023-02,Active
49,2023-03,Active
49,2023-04,Active
49,2023-05,Active
49,2023-06,Active
49,2023-07,Active
49,2023-08,Active
49,2023-09,Active
49,2023-10,Active
49,2023-11,Active
49,2023-12,Active
49,2024-01,Active
49,2024-02,Active
49,2024-03,Active
49,2024-04,Active
49,2024-05,Active
49,2024-06,Active
49,2024-07,Active
49,2024-08,Active
49,2024-09,Active
49,2024-10,Active
49,2024-11,Active
49,2024-12,Active
50,2023-01,Active
50,2023-02,Active
50,2023-03,Active
50,2023-04,Active
50,2023-05,Active
50,2023-06,Active
50,2023-07,Active
50,2023-08,Active
50,2023-09,Active
50,2023-10,Active
50,2023-11,Active
50,2023-12,Active
50,2024-01,Active
50,2024-02,Active
50,2024-03,Active
50,2024-04,Active
50,2024-05,Active
50,2024-06,Active
50,2024-07,Active
50,2024-08,Active
50,2024-09,Active
50,2024-10,Active
50,2024-11,Active
50,2024-12,Active
51,2023-01,Active
51,2023-02,Active
51,2023-03,Active
51,2023-04,Active
51,2023-05,Active
51,2023-06,Active
51,2023-07,Active
51,2023-08,Active
51,2023-09,Active
51,2023-10,Active
51,2023-11,Active
51,2023-12,Active
51,2024-01,Active
51,2024-02,Active
51,2024-03,Active
51,2024-04,Active
51,2024-05,Active
51,2024-06,Active
51,2024-07,Active
51,2024-08,Active
51,2024-09,Active
51,2024-10,Active
51,2024-11,Active
51,2024-12,Active
52,2023-01,Active
52,2023-02,Active
52,2023-03,Active
52,2023-04,Active
52,2023-05,Active
52,2023-06,Active
52,2023-07,Active
52,2023-08,Active
52,2023-09,Active
52,2023-10,Active
52,2023-11,Active
52,2023-12,Active
52,2024-01,Active
52,2024-02,Active
52,2024-03,Active
52,2024-04,Active
52,2024-05,Active
52,2024-06,Active
52,2024-07,Active
52,2024-08,Active
52,2024-09,Active
52,2024-10,Active
52,2024-11,Active
52,2024-12,Active
53,2023-01,Active
53,2023-02,Active
53,2023-03,Active
53,2023-04,Active
53,2023-05,Active
53,2023-06,Active
53,2023-07,Active
53,2023-08,Active
53,2023-09,Active
53,2023-10,Active
53,2023-11,Active
53,2023-12,Active
53,2024-01,Active
53,2024-02,Active
53,2024-03,Active
53,2024-04,Active
53,2024-05,Active
53,2024-06,Active
53,2024-07,Active
53,2024-08,Active
53,2024-09,Active
53,2024-10,Active
53,2024-11,Active
53,2024-12,Active
54,2023-01,Active
54,2023-02,Active
54,2023-03,Active
54,2023-04,Active
54,2023-05,Active
54,2023-06,Active
54,2023-07,Active
54,2023-08,Active
54,2023-09,Active
54,2023-10,Active
54,2023-11,Active
54,2023-12,Active
54,2024-01,Active
54,2024-02,Active
54,2024-03,Active
54,2024-04,Active
54,2024-05,Active
54,2024-06,Active
54,2024-07,Active
54,2024-08,Active
54,2024-09,Active
54,2024-10,Active
54,2024-11,Active
54,2024-12,Active
55,2023-01,Active
55,2023-02,Active
55,2023-03,Active
55,2023-04,Active
55,2023-05,Active
55,2023-06,Active
55,2023-07,Active
55,2023-08,Active
55,2023-09,Active
55,2023-10,Active
55,2023-11,Active
55,2023-12,Active
55,2024-01,Active
55,2024-02,Active
55,2024-03,Active
55,2024-04,Active
55,2024-05,Active
